PURCHASEORDERID;ORDERDATE;PURCHASEORDERDETAILID;ORDERQTY;PRODUCTID
1780;22/01/2014;3986;550;933
1783;22/01/2014;3993;550;931
1783;22/01/2014;3994;550;932
1785;22/01/2014;3997;550;928
1785;22/01/2014;3998;550;929
1785;22/01/2014;3999;550;930
1786;22/01/2014;4000;550;332
1787;22/01/2014;4001;550;948
1787;22/01/2014;4002;550;907
1788;22/01/2014;4003;1250;325
1788;22/01/2014;4004;1250;326
1790;23/01/2014;4008;550;930
1790;23/01/2014;4009;550;921
1792;23/01/2014;4011;550;933
1792;23/01/2014;4012;550;934
1793;23/01/2014;4013;550;319
1794;23/01/2014;4014;550;928
1794;23/01/2014;4015;550;929
1795;23/01/2014;4016;550;319
1800;23/01/2014;4025;550;530
1802;23/01/2014;4027;550;512
1803;23/01/2014;4028;550;513
1804;23/01/2014;4029;550;317
1804;23/01/2014;4030;550;318
1809;24/01/2014;4058;550;941
1814;24/01/2014;4065;550;523
1814;24/01/2014;4066;550;524
1816;24/01/2014;4068;550;914
1816;24/01/2014;4069;550;915
1816;24/01/2014;4070;550;916
1818;27/01/2014;4072;550;351
1818;27/01/2014;4073;550;352
1818;27/01/2014;4074;550;679
1819;27/01/2014;4075;550;507
1819;27/01/2014;4076;550;508
1820;27/01/2014;4077;550;355
1820;27/01/2014;4078;550;940
1820;27/01/2014;4079;550;535
1821;27/01/2014;4080;550;679
1822;27/01/2014;4081;550;507
1822;27/01/2014;4082;550;508
1825;27/01/2014;4086;550;935
1825;27/01/2014;4087;550;936
1827;27/01/2014;4092;550;486
1827;27/01/2014;4093;550;487
1827;27/01/2014;4094;550;488
1827;27/01/2014;4095;550;489
1829;27/01/2014;4097;550;510
1829;27/01/2014;4098;550;511
1829;27/01/2014;4099;550;512
1831;27/01/2014;4103;550;525
1832;27/01/2014;4104;550;526
1833;28/01/2014;4105;550;913
1835;28/01/2014;4108;550;935
1835;28/01/2014;4109;550;936
1836;28/01/2014;4110;550;524
1837;28/01/2014;4111;550;911
1837;28/01/2014;4112;550;912
1838;28/01/2014;4113;550;910
1839;28/01/2014;4114;550;937
1842;29/01/2014;4118;550;510
1842;29/01/2014;4119;550;511
1843;29/01/2014;4120;550;527
1844;29/01/2014;4121;550;938
1844;29/01/2014;4122;550;939
1846;29/01/2014;4124;550;523
1851;29/01/2014;4135;550;938
1851;29/01/2014;4136;550;939
1857;31/01/2014;4163;550;513
1859;31/01/2014;4169;550;934
1862;03/02/2014;4175;550;931
1862;03/02/2014;4176;550;932
1864;03/02/2014;4180;550;928
1864;03/02/2014;4181;550;929
1865;03/02/2014;4182;550;332
1866;03/02/2014;4183;550;948
1866;03/02/2014;4184;550;907
1867;03/02/2014;4185;1250;325
1867;03/02/2014;4186;1250;326
1869;03/02/2014;4190;550;930
1869;03/02/2014;4191;550;921
1871;03/02/2014;4193;550;922
1871;03/02/2014;4194;550;923
1872;03/02/2014;4195;550;317
1872;03/02/2014;4196;550;318
1873;03/02/2014;4197;550;928
1873;03/02/2014;4198;550;929
1874;03/02/2014;4199;550;319
1879;04/02/2014;4208;550;530
1881;04/02/2014;4210;550;512
1882;04/02/2014;4211;550;513
1883;04/02/2014;4212;550;319
1888;05/02/2014;4225;550;941
1893;05/02/2014;4232;550;523
1893;05/02/2014;4233;550;524
1895;05/02/2014;4236;550;908
1895;05/02/2014;4237;550;909
1895;05/02/2014;4238;550;910
1895;05/02/2014;4239;550;911
1895;05/02/2014;4240;550;912
1895;05/02/2014;4241;550;913
1895;05/02/2014;4242;550;914
1895;05/02/2014;4243;550;915
1895;05/02/2014;4244;550;916
1897;06/02/2014;4246;550;351
1897;06/02/2014;4247;550;352
1897;06/02/2014;4248;550;679
1898;06/02/2014;4249;550;507
1898;06/02/2014;4250;550;508
1899;06/02/2014;4251;550;355
1899;06/02/2014;4252;550;940
1899;06/02/2014;4253;550;535
1900;06/02/2014;4254;550;351
1900;06/02/2014;4255;550;352
1900;06/02/2014;4256;550;679
1901;06/02/2014;4257;550;507
1901;06/02/2014;4258;550;508
1904;06/02/2014;4263;550;935
1904;06/02/2014;4264;550;936
1906;06/02/2014;4278;550;476
1906;06/02/2014;4279;550;477
1906;06/02/2014;4280;550;478
1906;06/02/2014;4281;550;479
1908;06/02/2014;4283;550;510
1908;06/02/2014;4284;550;511
1908;06/02/2014;4285;550;512
1909;06/02/2014;4290;550;914
1910;06/02/2014;4291;550;525
1911;06/02/2014;4292;550;526
1912;06/02/2014;4293;550;908
1912;06/02/2014;4294;550;909
1914;07/02/2014;4297;550;935
1914;07/02/2014;4298;550;936
1915;07/02/2014;4299;550;524
1916;07/02/2014;4300;550;911
1916;07/02/2014;4301;550;912
1917;07/02/2014;4302;550;910
1918;07/02/2014;4303;550;937
1921;07/02/2014;4310;550;510
1921;07/02/2014;4311;550;511
1922;07/02/2014;4312;550;527
1923;07/02/2014;4313;550;509
1925;07/02/2014;4316;550;523
1930;10/02/2014;4325;550;938
1930;10/02/2014;4326;550;939
1936;10/02/2014;4335;550;513
1938;10/02/2014;4342;550;931
1938;10/02/2014;4343;550;932
1938;10/02/2014;4344;550;933
1938;10/02/2014;4345;550;934
1941;10/02/2014;4351;550;931
1941;10/02/2014;4352;550;932
1943;10/02/2014;4355;550;930
1944;10/02/2014;4356;550;332
1945;11/02/2014;4357;550;948
1945;11/02/2014;4358;550;907
1946;11/02/2014;4359;1250;325
1946;11/02/2014;4360;1250;326
1948;11/02/2014;4364;550;930
1948;11/02/2014;4365;550;921
1950;11/02/2014;4367;550;933
1950;11/02/2014;4368;550;934
1950;11/02/2014;4369;550;922
1951;11/02/2014;4370;550;319
1952;11/02/2014;4371;550;928
1952;11/02/2014;4372;550;929
1953;11/02/2014;4373;550;319
1958;11/02/2014;4384;550;530
1960;11/02/2014;4386;550;512
1961;12/02/2014;4387;550;513
1962;12/02/2014;4388;550;317
1962;12/02/2014;4389;550;318
1967;12/02/2014;4402;550;941
1972;12/02/2014;4409;550;523
1972;12/02/2014;4410;550;524
1974;12/02/2014;4414;550;908
1974;12/02/2014;4415;550;909
1976;12/02/2014;4417;550;351
1976;12/02/2014;4418;550;352
1976;12/02/2014;4419;550;679
1977;13/02/2014;4420;550;507
1977;13/02/2014;4421;550;508
1978;13/02/2014;4422;550;355
1978;13/02/2014;4423;550;940
1978;13/02/2014;4424;550;535
1979;13/02/2014;4425;550;351
1979;13/02/2014;4426;550;352
1979;13/02/2014;4427;550;679
1980;13/02/2014;4428;550;507
1980;13/02/2014;4429;550;508
1983;13/02/2014;4433;550;935
1983;13/02/2014;4434;550;936
1985;13/02/2014;4437;550;480
1985;13/02/2014;4438;550;481
1985;13/02/2014;4439;550;482
1985;13/02/2014;4440;550;483
1985;13/02/2014;4441;550;484
1985;13/02/2014;4442;550;485
1985;13/02/2014;4443;550;486
1985;13/02/2014;4444;550;487
1985;13/02/2014;4445;550;488
1985;13/02/2014;4446;550;489
1987;13/02/2014;4448;550;510
1987;13/02/2014;4449;550;511
1987;13/02/2014;4450;550;512
1988;13/02/2014;4451;550;915
1988;13/02/2014;4452;550;916
1989;13/02/2014;4453;550;525
1990;13/02/2014;4454;550;526
1991;13/02/2014;4455;550;913
1993;14/02/2014;4458;550;935
1993;14/02/2014;4459;550;936
1994;14/02/2014;4460;550;524
1995;14/02/2014;4461;550;911
1995;14/02/2014;4462;550;912
1996;14/02/2014;4463;550;910
1997;14/02/2014;4464;550;937
2000;14/02/2014;4471;550;510
2000;14/02/2014;4472;550;511
2001;14/02/2014;4473;550;527
2002;14/02/2014;4474;550;938
2002;14/02/2014;4475;550;939
2004;14/02/2014;4479;550;523
2009;17/02/2014;4485;550;938
2009;17/02/2014;4486;550;939
2015;17/02/2014;4498;550;513
2017;17/02/2014;4503;550;931
2017;17/02/2014;4504;550;932
2017;17/02/2014;4505;550;933
2017;17/02/2014;4506;550;934
2020;17/02/2014;4517;550;931
2020;17/02/2014;4518;550;932
2022;17/02/2014;4521;550;928
2022;17/02/2014;4522;550;929
2023;17/02/2014;4523;550;332
2024;17/02/2014;4524;550;948
2024;17/02/2014;4525;550;907
2025;19/02/2014;4526;1250;325
2025;19/02/2014;4527;1250;326
2027;19/02/2014;4531;550;930
2027;19/02/2014;4532;550;921
2029;19/02/2014;4534;550;923
2030;19/02/2014;4535;550;317
2030;19/02/2014;4536;550;318
2030;19/02/2014;4537;550;319
2031;19/02/2014;4538;550;928
2031;19/02/2014;4539;550;929
2032;19/02/2014;4540;550;319
2037;19/02/2014;4550;550;530
2039;19/02/2014;4552;550;512
2040;19/02/2014;4553;550;513
2041;20/02/2014;4554;550;319
2046;20/02/2014;4576;550;941
2051;20/02/2014;4583;550;523
2051;20/02/2014;4584;550;524
2053;20/02/2014;4587;550;910
2053;20/02/2014;4588;550;911
2053;20/02/2014;4589;550;912
2055;20/02/2014;4591;550;351
2055;20/02/2014;4592;550;352
2055;20/02/2014;4593;550;679
2056;20/02/2014;4594;550;507
2056;20/02/2014;4595;550;508
2057;21/02/2014;4596;550;355
2057;21/02/2014;4597;550;940
2057;21/02/2014;4598;550;535
2058;21/02/2014;4599;550;351
2058;21/02/2014;4600;550;352
2058;21/02/2014;4601;550;679
2059;21/02/2014;4602;550;507
2059;21/02/2014;4603;550;508
2062;21/02/2014;4607;550;935
2062;21/02/2014;4608;550;936
2064;21/02/2014;4612;550;476
2064;21/02/2014;4613;550;477
2066;21/02/2014;4615;550;510
2066;21/02/2014;4616;550;511
2066;21/02/2014;4617;550;512
2068;21/02/2014;4624;550;525
2069;21/02/2014;4625;550;526
2070;21/02/2014;4626;550;908
2070;21/02/2014;4627;550;909
2070;21/02/2014;4628;550;913
2072;21/02/2014;4631;550;935
2072;21/02/2014;4632;550;936
2073;24/02/2014;4633;550;524
2074;24/02/2014;4634;550;911
2074;24/02/2014;4635;550;912
2075;24/02/2014;4636;550;910
2076;24/02/2014;4637;550;937
2079;24/02/2014;4642;550;510
2079;24/02/2014;4643;550;511
2080;24/02/2014;4644;550;527
2081;24/02/2014;4645;550;509
2083;24/02/2014;4648;550;523
2088;24/02/2014;4655;550;938
2088;24/02/2014;4656;550;939
2094;25/02/2014;4666;550;513
2096;25/02/2014;4671;550;931
2096;25/02/2014;4672;550;932
2096;25/02/2014;4673;550;933
2096;25/02/2014;4674;550;934
2099;25/02/2014;4682;550;931
2099;25/02/2014;4683;550;932
2101;25/02/2014;4687;550;930
2102;25/02/2014;4688;550;332
2103;25/02/2014;4689;550;948
2103;25/02/2014;4690;550;907
2104;25/02/2014;4691;1250;325
2104;25/02/2014;4692;1250;326
2106;26/02/2014;4696;550;930
2106;26/02/2014;4697;550;921
2108;26/02/2014;4699;550;933
2108;26/02/2014;4700;550;934
2108;26/02/2014;4701;550;922
2108;26/02/2014;4702;550;923
2109;26/02/2014;4703;550;317
2109;26/02/2014;4704;550;318
2109;26/02/2014;4705;550;319
2110;26/02/2014;4706;550;928
2110;26/02/2014;4707;550;929
2111;26/02/2014;4708;550;319
2116;26/02/2014;4714;550;530
2118;26/02/2014;4716;550;512
2119;26/02/2014;4717;550;513
2120;26/02/2014;4718;550;317
2120;26/02/2014;4719;550;318
2120;26/02/2014;4720;550;319
2125;27/02/2014;4730;550;941
2130;27/02/2014;4737;550;523
2130;27/02/2014;4738;550;524
2132;27/02/2014;4742;550;913
2132;27/02/2014;4743;550;914
2134;27/02/2014;4745;550;351
2134;27/02/2014;4746;550;352
2135;27/02/2014;4747;550;507
2135;27/02/2014;4748;550;508
2136;27/02/2014;4749;550;355
2136;27/02/2014;4750;550;940
2136;27/02/2014;4751;550;535
2137;28/02/2014;4752;550;351
2137;28/02/2014;4753;550;352
2137;28/02/2014;4754;550;679
2138;28/02/2014;4755;550;507
2138;28/02/2014;4756;550;508
2141;28/02/2014;4761;550;935
2141;28/02/2014;4762;550;936
2143;28/02/2014;4765;550;478
2143;28/02/2014;4766;550;479
2143;28/02/2014;4767;550;480
2145;28/02/2014;4769;550;510
2145;28/02/2014;4770;550;511
2145;28/02/2014;4771;550;512
2146;28/02/2014;4773;550;914
2146;28/02/2014;4774;550;915
2146;28/02/2014;4775;550;916
2147;28/02/2014;4776;550;525
2148;28/02/2014;4777;550;526
2149;28/02/2014;4778;550;908
2149;28/02/2014;4779;550;909
2149;28/02/2014;4780;550;913
2151;28/02/2014;4783;550;935
2151;28/02/2014;4784;550;936
2152;28/02/2014;4785;550;524
2153;01/03/2014;4786;550;911
2153;01/03/2014;4787;550;912
2154;01/03/2014;4788;550;910
2155;01/03/2014;4789;550;937
2158;01/03/2014;4795;550;510
2158;01/03/2014;4796;550;511
2159;01/03/2014;4797;550;527
2160;01/03/2014;4798;550;938
2160;01/03/2014;4799;550;939
2160;01/03/2014;4800;550;509
2162;01/03/2014;4804;550;523
2167;01/03/2014;4812;550;938
2167;01/03/2014;4813;550;939
2173;03/03/2014;4827;550;513
2175;03/03/2014;4830;550;931
2175;03/03/2014;4831;550;932
2175;03/03/2014;4832;550;933
2175;03/03/2014;4833;550;934
2178;03/03/2014;4844;550;931
2178;03/03/2014;4845;550;932
2180;03/03/2014;4851;550;928
2180;03/03/2014;4852;550;929
2180;03/03/2014;4853;550;930
2181;03/03/2014;4854;550;332
2182;03/03/2014;4855;550;948
2182;03/03/2014;4856;550;907
2183;03/03/2014;4857;1250;325
2183;03/03/2014;4858;1250;326
2185;04/03/2014;4861;550;930
2185;04/03/2014;4862;550;921
2187;04/03/2014;4864;550;933
2187;04/03/2014;4865;550;934
2187;04/03/2014;4866;550;922
2187;04/03/2014;4867;550;923
2188;04/03/2014;4868;550;317
2188;04/03/2014;4869;550;318
2188;04/03/2014;4870;550;319
2189;04/03/2014;4871;550;928
2189;04/03/2014;4872;550;929
2190;04/03/2014;4873;550;319
2195;04/03/2014;4882;550;530
2197;04/03/2014;4884;550;512
2198;04/03/2014;4885;550;513
2199;04/03/2014;4886;550;317
2199;04/03/2014;4887;550;318
2199;04/03/2014;4888;550;319
2204;05/03/2014;4901;550;941
2209;05/03/2014;4908;550;523
2209;05/03/2014;4909;550;524
2211;05/03/2014;4913;550;915
2211;05/03/2014;4914;550;916
2213;05/03/2014;4916;550;679
2214;05/03/2014;4917;550;507
2214;05/03/2014;4918;550;508
2215;05/03/2014;4919;550;355
2215;05/03/2014;4920;550;940
2215;05/03/2014;4921;550;535
2216;05/03/2014;4922;550;351
2216;05/03/2014;4923;550;352
2216;05/03/2014;4924;550;679
2217;06/03/2014;4925;550;507
2217;06/03/2014;4926;550;508
2220;06/03/2014;4933;550;935
2220;06/03/2014;4934;550;936
2222;06/03/2014;4939;550;481
2222;06/03/2014;4940;550;482
2224;06/03/2014;4942;550;510
2224;06/03/2014;4943;550;511
2225;06/03/2014;4951;550;914
2225;06/03/2014;4952;550;915
2225;06/03/2014;4953;550;916
2226;06/03/2014;4954;550;525
2227;06/03/2014;4955;550;526
2228;06/03/2014;4956;550;908
2228;06/03/2014;4957;550;909
2228;06/03/2014;4958;550;913
2230;06/03/2014;4961;550;935
2230;06/03/2014;4962;550;936
2231;06/03/2014;4963;550;524
2232;06/03/2014;4964;550;911
2232;06/03/2014;4965;550;912
2233;07/03/2014;4966;550;910
2234;07/03/2014;4967;550;937
2237;07/03/2014;4978;550;510
2237;07/03/2014;4979;550;511
2238;07/03/2014;4980;550;527
2239;07/03/2014;4981;550;938
2239;07/03/2014;4982;550;939
2239;07/03/2014;4983;550;509
2241;07/03/2014;4987;550;523
2246;07/03/2014;4994;550;938
2246;07/03/2014;4995;550;939
2252;10/03/2014;5008;550;513
2254;10/03/2014;5012;550;931
2254;10/03/2014;5013;550;932
2257;10/03/2014;5018;550;931
2257;10/03/2014;5019;550;932
2259;10/03/2014;5021;550;928
2259;10/03/2014;5022;550;929
2259;10/03/2014;5023;550;930
2260;10/03/2014;5024;550;332
2261;10/03/2014;5025;550;948
2261;10/03/2014;5026;550;907
2262;10/03/2014;5027;1250;325
2262;10/03/2014;5028;1250;326
2264;10/03/2014;5030;550;930
2264;10/03/2014;5031;550;921
2266;11/03/2014;5033;550;933
2266;11/03/2014;5034;550;934
2266;11/03/2014;5035;550;922
2266;11/03/2014;5036;550;923
2267;11/03/2014;5037;550;317
2267;11/03/2014;5038;550;318
2267;11/03/2014;5039;550;319
2268;11/03/2014;5040;550;928
2268;11/03/2014;5041;550;929
2269;12/03/2014;5042;550;319
2274;12/03/2014;5051;550;530
2276;12/03/2014;5053;550;512
2277;12/03/2014;5054;550;513
2278;12/03/2014;5055;550;317
2278;12/03/2014;5056;550;318
2278;12/03/2014;5057;550;319
2283;12/03/2014;5069;550;941
2288;13/03/2014;5075;550;523
2288;13/03/2014;5076;550;524
2290;13/03/2014;5079;550;908
2290;13/03/2014;5080;550;909
2290;13/03/2014;5081;550;910
2292;13/03/2014;5083;550;351
2292;13/03/2014;5084;550;352
2293;13/03/2014;5085;550;507
2293;13/03/2014;5086;550;508
2294;13/03/2014;5087;550;355
2294;13/03/2014;5088;550;940
2295;13/03/2014;5089;550;351
2295;13/03/2014;5090;550;352
2295;13/03/2014;5091;550;679
2296;13/03/2014;5092;550;507
2296;13/03/2014;5093;550;508
2299;14/03/2014;5096;550;935
2299;14/03/2014;5097;550;936
2301;14/03/2014;5101;550;483
2301;14/03/2014;5102;550;484
2301;14/03/2014;5103;550;485
2301;14/03/2014;5104;550;486
2303;14/03/2014;5106;550;512
2305;14/03/2014;5109;550;525
2306;14/03/2014;5110;550;526
2307;14/03/2014;5111;550;908
2307;14/03/2014;5112;550;909
2307;14/03/2014;5113;550;913
2309;14/03/2014;5116;550;935
2309;14/03/2014;5117;550;936
2310;14/03/2014;5118;550;524
2311;14/03/2014;5119;550;911
2311;14/03/2014;5120;550;912
2312;14/03/2014;5121;550;910
2313;17/03/2014;5122;550;937
2316;17/03/2014;5126;550;510
2316;17/03/2014;5127;550;511
2317;17/03/2014;5128;550;527
2318;17/03/2014;5129;550;938
2318;17/03/2014;5130;550;939
2318;17/03/2014;5131;550;509
2320;17/03/2014;5134;550;523
2325;17/03/2014;5143;550;938
2325;17/03/2014;5144;550;939
2331;19/03/2014;5160;550;513
2333;19/03/2014;5163;550;933
2333;19/03/2014;5164;550;934
2336;19/03/2014;5176;550;931
2336;19/03/2014;5177;550;932
2338;19/03/2014;5184;550;928
2338;19/03/2014;5185;550;929
2338;19/03/2014;5186;550;930
2339;19/03/2014;5187;550;332
2340;19/03/2014;5188;550;948
2340;19/03/2014;5189;550;907
2341;19/03/2014;5190;1250;325
2341;19/03/2014;5191;1250;326
2343;19/03/2014;5194;550;930
2343;19/03/2014;5195;550;921
2345;20/03/2014;5197;550;933
2345;20/03/2014;5198;550;934
2345;20/03/2014;5199;550;922
2345;20/03/2014;5200;550;923
2346;20/03/2014;5201;550;317
2346;20/03/2014;5202;550;318
2346;20/03/2014;5203;550;319
2347;20/03/2014;5204;550;928
2347;20/03/2014;5205;550;929
2348;20/03/2014;5206;550;319
2353;20/03/2014;5213;550;530
2355;20/03/2014;5215;550;512
2356;20/03/2014;5216;550;513
2357;20/03/2014;5217;550;317
2357;20/03/2014;5218;550;318
2357;20/03/2014;5219;550;319
2362;21/03/2014;5234;550;941
2367;21/03/2014;5239;550;523
2367;21/03/2014;5240;550;524
2369;21/03/2014;5246;550;911
2369;21/03/2014;5247;550;912
2369;21/03/2014;5248;550;913
2369;21/03/2014;5249;550;914
2369;21/03/2014;5250;550;915
2371;21/03/2014;5252;550;679
2372;21/03/2014;5253;550;507
2372;21/03/2014;5254;550;508
2373;21/03/2014;5255;550;535
2374;21/03/2014;5256;550;351
2374;21/03/2014;5257;550;352
2375;21/03/2014;5258;550;507
2375;21/03/2014;5259;550;508
2378;24/03/2014;5267;550;935
2378;24/03/2014;5268;550;936
2380;24/03/2014;5274;550;487
2380;24/03/2014;5275;550;488
2380;24/03/2014;5276;550;489
2382;24/03/2014;5278;550;510
2382;24/03/2014;5279;550;511
2384;24/03/2014;5283;550;525
2385;24/03/2014;5284;550;526
2386;24/03/2014;5285;550;908
2386;24/03/2014;5286;550;909
2386;24/03/2014;5287;550;913
2388;24/03/2014;5290;550;935
2388;24/03/2014;5291;550;936
2389;24/03/2014;5292;550;524
2390;24/03/2014;5293;550;911
2390;24/03/2014;5294;550;912
2391;24/03/2014;5295;550;910
2392;24/03/2014;5296;550;937
2395;25/03/2014;5301;550;510
2395;25/03/2014;5302;550;511
2396;25/03/2014;5303;550;527
2397;26/03/2014;5304;550;938
2397;26/03/2014;5305;550;939
2397;26/03/2014;5306;550;509
2399;26/03/2014;5312;550;523
2404;26/03/2014;5320;550;938
2404;26/03/2014;5321;550;939
2410;26/03/2014;5334;550;513
2412;26/03/2014;5339;550;931
2412;26/03/2014;5340;550;932
2415;27/03/2014;5346;550;931
2415;27/03/2014;5347;550;932
2417;27/03/2014;5351;550;928
2417;27/03/2014;5352;550;929
2417;27/03/2014;5353;550;930
2418;27/03/2014;5354;550;332
2419;27/03/2014;5355;550;948
2419;27/03/2014;5356;550;907
2420;27/03/2014;5357;1250;325
2420;27/03/2014;5358;1250;326
2422;27/03/2014;5360;550;930
2422;27/03/2014;5361;550;921
2424;27/03/2014;5363;550;933
2424;27/03/2014;5364;550;934
2425;27/03/2014;5365;550;317
2425;27/03/2014;5366;550;318
2425;27/03/2014;5367;550;319
2426;27/03/2014;5368;550;928
2426;27/03/2014;5369;550;929
2427;27/03/2014;5370;550;319
2432;28/03/2014;5382;550;530
2434;28/03/2014;5384;550;512
2435;28/03/2014;5385;550;513
2436;28/03/2014;5386;550;317
2436;28/03/2014;5387;550;318
2436;28/03/2014;5388;550;319
2441;28/03/2014;5406;550;941
2446;31/03/2014;5412;550;523
2446;31/03/2014;5413;550;524
2448;31/03/2014;5419;550;916
2450;31/03/2014;5421;550;351
2450;31/03/2014;5422;550;352
2450;31/03/2014;5423;550;679
2451;31/03/2014;5424;550;507
2451;31/03/2014;5425;550;508
2452;31/03/2014;5426;550;355
2452;31/03/2014;5427;550;940
2453;31/03/2014;5428;550;679
2454;31/03/2014;5429;550;507
2454;31/03/2014;5430;550;508
2457;31/03/2014;5435;550;935
2457;31/03/2014;5436;550;936
2459;31/03/2014;5441;550;476
2459;31/03/2014;5442;550;477
2459;31/03/2014;5443;550;478
2459;31/03/2014;5444;550;479
2459;31/03/2014;5445;550;480
2461;02/04/2014;5447;550;512
2463;02/04/2014;5450;550;525
2464;02/04/2014;5451;550;526
2465;02/04/2014;5452;550;908
2465;02/04/2014;5453;550;909
2465;02/04/2014;5454;550;913
2467;02/04/2014;5457;550;935
2467;02/04/2014;5458;550;936
2468;02/04/2014;5459;550;524
2469;02/04/2014;5460;550;911
2469;02/04/2014;5461;550;912
2470;02/04/2014;5462;550;910
2471;02/04/2014;5463;550;937
2474;02/04/2014;5467;550;510
2474;02/04/2014;5468;550;511
2475;02/04/2014;5469;550;527
2476;02/04/2014;5470;550;938
2476;02/04/2014;5471;550;939
2476;02/04/2014;5472;550;509
2478;03/04/2014;5478;550;523
2483;03/04/2014;5485;550;938
2483;03/04/2014;5486;550;939
2489;03/04/2014;5523;550;513
2491;03/04/2014;5527;550;933
2491;03/04/2014;5528;550;934
2494;04/04/2014;5534;550;931
2494;04/04/2014;5535;550;932
2496;04/04/2014;5545;550;928
2496;04/04/2014;5546;550;929
2496;04/04/2014;5547;550;930
2497;04/04/2014;5548;550;332
2498;04/04/2014;5549;550;948
2498;04/04/2014;5550;550;907
2499;04/04/2014;5551;1250;325
2499;04/04/2014;5552;1250;326
2501;04/04/2014;5556;550;930
2501;04/04/2014;5557;550;921
2503;04/04/2014;5559;550;922
2503;04/04/2014;5560;550;923
2504;04/04/2014;5561;550;317
2504;04/04/2014;5562;550;318
2505;04/04/2014;5563;550;928
2505;04/04/2014;5564;550;929
2506;04/04/2014;5565;550;319
2511;07/04/2014;5577;550;530
2513;07/04/2014;5579;550;512
2514;07/04/2014;5580;550;513
2515;07/04/2014;5581;550;317
2515;07/04/2014;5582;550;318
2515;07/04/2014;5583;550;319
2520;07/04/2014;5602;550;941
2525;08/04/2014;5607;550;523
2525;08/04/2014;5608;550;524
2527;08/04/2014;5613;550;908
2527;08/04/2014;5614;550;909
2527;08/04/2014;5615;550;910
2527;08/04/2014;5616;550;911
2527;08/04/2014;5617;550;912
2527;08/04/2014;5618;550;913
2529;08/04/2014;5620;550;351
2529;08/04/2014;5621;550;352
2529;08/04/2014;5622;550;679
2530;08/04/2014;5623;550;507
2530;08/04/2014;5624;550;508
2531;08/04/2014;5625;550;535
2532;08/04/2014;5626;550;351
2532;08/04/2014;5627;550;352
2533;08/04/2014;5628;550;507
2533;08/04/2014;5629;550;508
2536;08/04/2014;5640;550;935
2536;08/04/2014;5641;550;936
2538;08/04/2014;5648;550;481
2538;08/04/2014;5649;550;482
2538;08/04/2014;5650;550;483
2538;08/04/2014;5651;550;484
2538;08/04/2014;5652;550;485
2540;08/04/2014;5654;550;510
2540;08/04/2014;5655;550;511
2540;08/04/2014;5656;550;512
2541;09/04/2014;5657;550;914
2541;09/04/2014;5658;550;915
2541;09/04/2014;5659;550;916
2542;09/04/2014;5660;550;525
2543;09/04/2014;5661;550;526
2544;09/04/2014;5662;550;908
2544;09/04/2014;5663;550;909
2546;09/04/2014;5666;550;935
2546;09/04/2014;5667;550;936
2547;09/04/2014;5668;550;524
2548;09/04/2014;5669;550;911
2548;09/04/2014;5670;550;912
2549;09/04/2014;5671;550;910
2550;09/04/2014;5672;550;937
2553;09/04/2014;5678;550;510
2553;09/04/2014;5679;550;511
2554;09/04/2014;5680;550;527
2555;09/04/2014;5681;550;938
2555;09/04/2014;5682;550;939
2555;09/04/2014;5683;550;509
2557;10/04/2014;5688;550;523
2562;10/04/2014;5698;550;938
2562;10/04/2014;5699;550;939
2568;10/04/2014;5710;550;513
2570;10/04/2014;5716;550;931
2570;10/04/2014;5717;550;932
2570;10/04/2014;5718;550;933
2573;11/04/2014;5725;550;931
2573;11/04/2014;5726;550;932
2575;11/04/2014;5729;550;928
2575;11/04/2014;5730;550;929
2575;11/04/2014;5731;550;930
2576;11/04/2014;5732;550;332
2577;11/04/2014;5733;550;948
2577;11/04/2014;5734;550;907
2578;11/04/2014;5735;1250;325
2578;11/04/2014;5736;1250;326
2580;11/04/2014;5740;550;930
2580;11/04/2014;5741;550;921
2582;11/04/2014;5743;550;933
2582;11/04/2014;5744;550;934
2583;11/04/2014;5745;550;319
2584;11/04/2014;5746;550;928
2584;11/04/2014;5747;550;929
2585;11/04/2014;5748;550;319
2590;14/04/2014;5757;550;530
2592;14/04/2014;5759;550;512
2593;14/04/2014;5760;550;513
2594;14/04/2014;5761;550;317
2594;14/04/2014;5762;550;318
2599;14/04/2014;5779;550;941
2604;14/04/2014;5786;550;523
2604;14/04/2014;5787;550;524
2606;15/04/2014;5789;550;914
2606;15/04/2014;5790;550;915
2606;15/04/2014;5791;550;916
2608;15/04/2014;5793;550;351
2608;15/04/2014;5794;550;352
2608;15/04/2014;5795;550;679
2609;15/04/2014;5796;550;507
2609;15/04/2014;5797;550;508
2610;15/04/2014;5798;550;355
2610;15/04/2014;5799;550;940
2610;15/04/2014;5800;550;535
2611;15/04/2014;5801;550;679
2612;15/04/2014;5802;550;507
2612;15/04/2014;5803;550;508
2615;15/04/2014;5807;550;935
2615;15/04/2014;5808;550;936
2617;15/04/2014;5813;550;486
2617;15/04/2014;5814;550;487
2617;15/04/2014;5815;550;488
2617;15/04/2014;5816;550;489
2619;15/04/2014;5818;550;510
2619;15/04/2014;5819;550;511
2619;15/04/2014;5820;550;512
2621;16/04/2014;5824;550;525
2622;16/04/2014;5825;550;526
2623;16/04/2014;5826;550;913
2625;16/04/2014;5829;550;935
2625;16/04/2014;5830;550;936
2626;16/04/2014;5831;550;524
2627;16/04/2014;5832;550;911
