purchaseorderid;revisionnumber;status;employeeid;vendorid;shipmethodid;orderdate              ;shipdate               ;subtotal  ;taxamt   ;freight  ;modifieddate           
2131;4;4;259;1692;5;27/02/2014;08/03/2014;9948,33;795,87;248,7083;08/03/2014
2132;4;4;260;1696;4;27/02/2014;08/03/2014;34118,70;2729,50;852,9675;08/03/2014
2133;4;4;250;1504;1;27/02/2014;08/03/2014;551,88;44,15;13,7970;08/03/2014
2134;4;4;254;1544;1;27/02/2014;08/03/2014;3811,50;304,92;95,2875;08/03/2014
2135;4;4;257;1530;2;27/02/2014;08/03/2014;28072,28;2245,78;701,8069;08/03/2014
2136;4;4;261;1508;1;27/02/2014;08/03/2014;37312,28;2984,98;932,8069;08/03/2014
2137;4;4;251;1694;1;28/02/2014;09/03/2014;7623,00;609,84;190,5750;09/03/2014
2138;4;4;253;1624;2;28/02/2014;09/03/2014;28297,50;2263,80;707,4375;09/03/2014
2139;4;4;255;1548;2;28/02/2014;09/03/2014;59,94;4,80;1,4986;09/03/2014
2140;4;4;256;1598;4;28/02/2014;09/03/2014;370,76;29,66;9,2689;09/03/2014
2141;4;4;259;1658;5;28/02/2014;09/03/2014;43878,45;3510,28;1096,9613;09/03/2014
2142;4;4;260;1536;4;28/02/2014;09/03/2014;272,13;21,77;6,8032;09/03/2014
2143;4;4;258;1568;2;28/02/2014;09/03/2014;21252,00;1700,16;531,3000;09/03/2014
2144;4;4;254;1648;5;28/02/2014;09/03/2014;142,41;11,39;3,5603;09/03/2014
2145;4;4;257;1646;2;28/02/2014;09/03/2014;48030,68;3842,45;1200,7669;09/03/2014
2146;4;4;261;1672;4;28/02/2014;09/03/2014;50983,94;4078,71;1274,5984;09/03/2014
2147;4;4;251;1600;1;28/02/2014;09/03/2014;1276,28;102,10;31,9069;09/03/2014
2148;4;4;253;1522;1;28/02/2014;09/03/2014;2003,93;160,31;50,0981;09/03/2014
2149;4;4;255;1570;2;28/02/2014;09/03/2014;50860,43;4068,83;1271,5106;09/03/2014
2150;4;4;256;1516;1;28/02/2014;09/03/2014;454,86;36,39;11,3715;09/03/2014
2151;5;4;252;1506;5;28/02/2014;09/03/2014;43878,45;3510,28;1096,9613;09/03/2014
2152;4;4;260;1626;2;28/02/2014;09/03/2014;7132,13;570,57;178,3031;09/03/2014
2153;4;4;258;1542;2;01/03/2014;10/03/2014;28343,70;2267,50;708,5925;10/03/2014
2154;4;4;254;1610;4;01/03/2014;10/03/2014;22516,73;1801,34;562,9181;10/03/2014
2155;4;4;257;1638;5;01/03/2014;10/03/2014;34644,23;2771,54;866,1056;10/03/2014
2156;4;4;261;1582;5;01/03/2014;10/03/2014;564,20;45,14;14,1049;10/03/2014
2157;4;4;250;1510;5;01/03/2014;10/03/2014;143,04;11,44;3,5760;10/03/2014
2158;4;4;253;1526;2;01/03/2014;10/03/2014;28199,33;2255,95;704,9831;10/03/2014
2159;4;4;255;1644;1;01/03/2014;10/03/2014;3713,33;297,07;92,8331;10/03/2014
2160;4;4;256;1680;5;01/03/2014;10/03/2014;63831,08;5106,49;1595,7769;10/03/2014
2161;4;4;259;1584;5;01/03/2014;10/03/2014;9799,65;783,97;244,9913;10/03/2014
2162;4;4;260;1620;5;01/03/2014;10/03/2014;5711,48;456,92;142,7869;10/03/2014
2163;4;4;258;1666;5;01/03/2014;10/03/2014;416,75;33,34;10,4186;10/03/2014
2164;4;4;254;1592;2;01/03/2014;10/03/2014;97,97;7,84;2,4491;10/03/2014
2165;4;4;252;1618;4;01/03/2014;10/03/2014;114,47;9,16;2,8618;10/03/2014
2166;4;4;261;1612;4;01/03/2014;10/03/2014;132,65;10,61;3,3162;10/03/2014
2167;4;4;251;1586;5;01/03/2014;10/03/2014;43878,45;3510,28;1096,9613;10/03/2014
2168;4;4;253;1500;1;01/03/2014;10/03/2014;418,95;33,52;10,4738;10/03/2014
2169;4;4;255;1656;4;03/03/2014;12/03/2014;633,75;50,70;15,8437;12/03/2014
2170;5;4;256;1572;1;03/03/2014;12/03/2014;461,79;36,94;11,5448;12/03/2014
2171;4;4;259;1562;4;03/03/2014;12/03/2014;475,21;38,02;11,8802;12/03/2014
2172;4;4;260;1662;2;03/03/2014;12/03/2014;37,08;2,97;0,9269;12/03/2014
2173;4;4;258;1682;4;03/03/2014;12/03/2014;21558,08;1724,65;538,9519;12/03/2014
2174;4;4;254;1686;4;03/03/2014;12/03/2014;259,84;20,79;6,4961;12/03/2014
2175;4;4;257;1684;5;03/03/2014;12/03/2014;86220,75;6897,66;2155,5188;12/03/2014
2176;4;4;261;1534;4;03/03/2014;12/03/2014;484,00;38,75;12,1102;12/03/2014
2177;4;4;251;1614;5;03/03/2014;12/03/2014;837,90;67,03;20,9475;12/03/2014
2178;4;4;253;1588;5;03/03/2014;12/03/2014;40471,20;3237,70;1011,7800;12/03/2014
2179;4;4;255;1622;4;03/03/2014;12/03/2014;661,88;52,95;16,5470;12/03/2014
2180;4;4;256;1632;5;03/03/2014;12/03/2014;62092,80;4967,42;1552,3200;12/03/2014
2181;4;4;259;1608;5;03/03/2014;12/03/2014;5948,25;475,86;148,7063;12/03/2014
2182;4;4;260;1576;5;03/03/2014;12/03/2014;91117,95;7289,44;2277,9488;12/03/2014
2183;4;4;258;1590;1;03/03/2014;12/03/2014;525,00;42,00;13,1250;12/03/2014
2184;4;4;254;1514;5;03/03/2014;12/03/2014;281,89;22,55;7,0473;12/03/2014
2185;4;4;257;1498;4;04/03/2014;13/03/2014;26455,28;2116,42;661,3819;13/03/2014
2186;4;4;261;1674;2;04/03/2014;13/03/2014;944,37;75,55;23,6093;13/03/2014
2187;4;4;251;1652;4;04/03/2014;13/03/2014;51588,08;4127,05;1289,7019;13/03/2014
2188;4;4;253;1578;3;04/03/2014;13/03/2014;62843,55;5027,48;1571,0888;13/03/2014
2189;4;4;252;1538;5;04/03/2014;13/03/2014;37843,58;3027,49;946,0894;13/03/2014
2190;4;4;256;1556;4;04/03/2014;13/03/2014;25531,28;2042,50;638,2819;13/03/2014
2191;4;4;259;1554;4;04/03/2014;13/03/2014;501,20;40,10;12,5299;13/03/2014
2192;4;4;260;1688;4;04/03/2014;13/03/2014;125,75;10,06;3,1437;13/03/2014
2193;4;4;258;1580;5;04/03/2014;13/03/2014;150,79;12,06;3,7698;13/03/2014
2194;4;4;254;1496;5;04/03/2014;13/03/2014;279,78;22,38;6,9946;13/03/2014
2195;5;4;257;1494;2;04/03/2014;13/03/2014;8847,30;707,78;221,1825;13/03/2014
2196;4;4;261;1650;5;04/03/2014;13/03/2014;171,08;13,69;4,2769;13/03/2014
2197;4;4;251;1654;4;04/03/2014;13/03/2014;20397,30;1631,78;509,9325;13/03/2014
2198;4;4;253;1664;3;04/03/2014;13/03/2014;14628,08;1170,25;365,7019;13/03/2014
2199;4;4;255;1678;3;04/03/2014;13/03/2014;58685,55;4694,84;1467,1388;13/03/2014
2200;4;4;252;1616;4;04/03/2014;13/03/2014;358,16;28,65;8,9539;13/03/2014
2201;4;4;259;1492;4;05/03/2014;14/03/2014;501,20;40,10;12,5299;14/03/2014
2202;4;4;260;1602;5;05/03/2014;14/03/2014;270,81;21,66;6,7701;14/03/2014
2203;4;4;258;1540;4;05/03/2014;14/03/2014;371,23;29,70;9,2807;14/03/2014
2204;4;3;250;1628;5;05/03/2014;14/03/2014;34644,23;2771,54;866,1056;14/03/2014
2205;4;4;257;1604;4;05/03/2014;14/03/2014;1839,51;147,16;45,9876;14/03/2014
2206;4;4;261;1690;5;05/03/2014;14/03/2014;146,29;11,70;3,6572;14/03/2014
2207;4;4;251;1566;5;05/03/2014;14/03/2014;102,56;8,21;2,5641;14/03/2014
2208;4;4;253;1698;5;05/03/2014;14/03/2014;150,79;12,06;3,7698;14/03/2014
2209;4;4;255;1560;5;05/03/2014;14/03/2014;13669,43;1093,55;341,7356;14/03/2014
2210;4;4;256;1692;5;05/03/2014;14/03/2014;9637,11;770,97;240,9278;14/03/2014
2211;4;4;259;1696;5;05/03/2014;14/03/2014;39258,45;3140,68;981,4613;14/03/2014
2212;4;4;260;1504;1;05/03/2014;14/03/2014;551,88;44,15;13,7970;14/03/2014
2213;4;4;258;1544;1;05/03/2014;14/03/2014;3176,25;254,10;79,4063;14/03/2014
2214;4;4;254;1530;2;05/03/2014;14/03/2014;28072,28;2245,78;701,8069;14/03/2014
2215;4;4;257;1508;1;05/03/2014;14/03/2014;37312,28;2984,98;932,8069;14/03/2014
2216;4;4;261;1694;1;05/03/2014;14/03/2014;7623,00;609,84;190,5750;14/03/2014
2217;4;4;251;1624;2;06/03/2014;15/03/2014;28297,50;2263,80;707,4375;15/03/2014
2218;4;4;253;1548;2;06/03/2014;15/03/2014;59,94;4,80;1,4986;15/03/2014
2219;4;4;255;1598;4;06/03/2014;15/03/2014;567,38;452,00;14,1845;15/03/2014
2220;4;4;256;1658;5;06/03/2014;15/03/2014;43878,45;3510,28;1096,9613;15/03/2014
2221;4;4;259;1536;4;06/03/2014;15/03/2014;525,77;42,06;13,1442;15/03/2014
2222;4;4;250;1568;2;06/03/2014;15/03/2014;10914,75;873,18;272,8688;15/03/2014
2223;4;4;258;1648;5;06/03/2014;15/03/2014;142,41;11,39;3,5603;15/03/2014
2224;4;4;254;1646;2;06/03/2014;15/03/2014;28794,15;2303,53;719,8538;15/03/2014
2225;4;4;257;1672;4;06/03/2014;15/03/2014;51807,35;4144,59;1295,1837;15/03/2014
2226;4;4;261;1600;1;06/03/2014;15/03/2014;1276,28;102,10;31,9069;15/03/2014
2227;4;4;251;1522;1;06/03/2014;15/03/2014;2003,93;160,31;50,0981;15/03/2014
2228;4;4;253;1570;2;06/03/2014;15/03/2014;50860,43;4068,83;1271,5106;15/03/2014
2229;4;4;255;1516;1;06/03/2014;15/03/2014;454,86;36,39;11,3715;15/03/2014
2230;4;4;256;1506;5;06/03/2014;15/03/2014;43878,45;3510,28;1096,9613;15/03/2014
2231;4;4;259;1626;2;06/03/2014;15/03/2014;7132,13;570,57;178,3031;15/03/2014
2232;4;4;260;1542;2;06/03/2014;15/03/2014;28343,70;2267,50;708,5925;15/03/2014
2233;4;4;250;1610;4;07/03/2014;16/03/2014;22516,73;1801,34;562,9181;16/03/2014
2234;4;4;254;1638;5;07/03/2014;16/03/2014;34644,23;2771,54;866,1056;16/03/2014
2235;4;4;257;1582;4;07/03/2014;16/03/2014;1151,48;92,12;28,7871;16/03/2014
2236;4;4;261;1510;5;07/03/2014;16/03/2014;143,04;11,44;3,5760;16/03/2014
2237;4;4;251;1526;2;07/03/2014;16/03/2014;28199,33;2255,95;704,9831;16/03/2014
2238;4;4;253;1644;1;07/03/2014;16/03/2014;3713,33;297,07;92,8331;16/03/2014
2239;4;4;255;1680;5;07/03/2014;16/03/2014;63831,08;5106,49;1595,7769;16/03/2014
2240;4;4;256;1584;5;07/03/2014;16/03/2014;9585,45;766,84;239,6363;16/03/2014
2241;4;4;259;1620;5;07/03/2014;16/03/2014;5711,48;456,92;142,7869;16/03/2014
2242;4;4;260;1666;5;07/03/2014;16/03/2014;273,70;21,90;6,8426;16/03/2014
2243;4;4;258;1592;2;07/03/2014;16/03/2014;97,97;7,84;2,4491;16/03/2014
2244;4;4;254;1618;4;07/03/2014;16/03/2014;114,47;9,16;2,8618;16/03/2014
2245;4;4;257;1612;4;07/03/2014;16/03/2014;132,65;10,61;3,3162;16/03/2014
2246;4;4;261;1586;5;07/03/2014;16/03/2014;43878,45;3510,28;1096,9613;16/03/2014
2247;4;4;251;1500;1;07/03/2014;16/03/2014;418,95;33,52;10,4738;16/03/2014
2248;4;4;253;1656;4;07/03/2014;16/03/2014;607,86;48,63;15,1964;16/03/2014
2249;4;4;255;1572;1;10/03/2014;19/03/2014;461,79;36,94;11,5448;19/03/2014
2250;4;4;256;1562;5;10/03/2014;19/03/2014;414,92;33,19;10,0000;19/03/2014
2251;4;4;252;1662;2;10/03/2014;19/03/2014;37,08;2,97;0,9269;19/03/2014
2252;4;4;260;1682;4;10/03/2014;19/03/2014;21558,08;1724,65;538,9519;19/03/2014
2253;4;4;258;1686;4;10/03/2014;19/03/2014;364,46;29,16;9,1114;19/03/2014
2254;4;4;254;1684;5;10/03/2014;19/03/2014;41048,70;3283,90;1026,2175;19/03/2014
2255;4;4;257;1534;4;10/03/2014;19/03/2014;111,54;8,92;2,7885;19/03/2014
2256;4;4;261;1614;4;10/03/2014;19/03/2014;390,60;31,25;9,7650;19/03/2014
2257;4;4;250;1588;5;10/03/2014;19/03/2014;40471,20;3237,70;1011,7800;19/03/2014
2258;4;4;253;1622;4;10/03/2014;19/03/2014;136,33;10,91;3,4083;19/03/2014
2259;4;4;255;1632;5;10/03/2014;19/03/2014;62092,80;4967,42;1552,3200;19/03/2014
2260;4;4;256;1608;5;10/03/2014;19/03/2014;5948,25;475,86;148,7063;19/03/2014
2261;4;4;259;1576;5;10/03/2014;19/03/2014;91117,95;7289,44;2277,9488;19/03/2014
2262;4;4;260;1590;1;10/03/2014;19/03/2014;525,00;42,00;13,1250;19/03/2014
2263;5;4;258;1514;3;10/03/2014;19/03/2014;1721,79;137,74;43,0448;19/03/2014
2264;4;4;254;1498;4;10/03/2014;19/03/2014;26455,28;2116,42;661,3819;19/03/2014
2265;4;4;252;1674;2;11/03/2014;20/03/2014;944,37;75,55;23,6093;20/03/2014
2266;4;4;261;1652;4;11/03/2014;20/03/2014;51588,08;4127,05;1289,7019;20/03/2014
2267;4;4;251;1578;3;11/03/2014;20/03/2014;62843,55;5027,48;1571,0888;20/03/2014
2268;4;4;253;1538;5;11/03/2014;20/03/2014;37843,58;3027,49;946,0894;20/03/2014
2269;6;4;255;1556;4;12/03/2014;21/03/2014;25531,28;2042,50;638,2819;21/03/2014
2270;4;4;256;1554;4;12/03/2014;21/03/2014;358,63;28,69;8,9657;21/03/2014
2271;4;4;259;1688;4;12/03/2014;21/03/2014;125,75;10,06;3,1437;21/03/2014
2272;4;4;260;1580;5;12/03/2014;21/03/2014;150,79;12,06;3,7698;21/03/2014
2273;4;4;258;1496;5;12/03/2014;21/03/2014;416,75;33,34;10,4186;21/03/2014
2274;4;4;254;1494;2;12/03/2014;21/03/2014;8847,30;707,78;221,1825;21/03/2014
2275;4;4;257;1650;5;12/03/2014;21/03/2014;171,08;13,69;4,2769;21/03/2014
2276;4;4;261;1654;4;12/03/2014;21/03/2014;20397,30;1631,78;509,9325;21/03/2014
2277;4;4;251;1664;3;12/03/2014;21/03/2014;14628,08;1170,25;365,7019;21/03/2014
2278;4;4;253;1678;3;12/03/2014;21/03/2014;58685,55;4694,84;1467,1388;21/03/2014
2279;4;4;255;1616;4;12/03/2014;21/03/2014;599,41;47,95;14,9853;21/03/2014
2280;4;4;256;1492;4;12/03/2014;21/03/2014;358,63;28,69;8,9657;21/03/2014
2281;4;4;259;1602;5;12/03/2014;21/03/2014;1525,23;122,02;38,1308;21/03/2014
2282;4;4;260;1540;4;12/03/2014;21/03/2014;228,44;18,28;5,7110;21/03/2014
2283;4;4;258;1628;5;12/03/2014;21/03/2014;34644,23;2771,54;866,1056;21/03/2014
2284;4;4;254;1604;4;12/03/2014;21/03/2014;257,58;20,61;6,4394;21/03/2014
2285;7;4;257;1690;5;13/03/2014;22/03/2014;146,29;11,70;3,6572;22/03/2014
2286;4;4;261;1566;5;13/03/2014;22/03/2014;102,56;8,21;2,5641;22/03/2014
2287;4;4;251;1698;5;13/03/2014;22/03/2014;150,79;12,06;3,7698;22/03/2014
2288;4;4;253;1560;5;13/03/2014;22/03/2014;13669,43;1093,55;341,7356;22/03/2014
2289;4;4;252;1692;5;13/03/2014;22/03/2014;6756,12;540,49;168,9030;22/03/2014
2290;4;4;256;1696;2;13/03/2014;22/03/2014;50860,43;4068,83;1271,5106;22/03/2014
2291;4;4;259;1504;1;13/03/2014;22/03/2014;551,88;44,15;13,7970;22/03/2014
2292;4;4;260;1544;1;13/03/2014;22/03/2014;3811,50;304,92;95,2875;22/03/2014
2293;4;4;258;1530;2;13/03/2014;22/03/2014;28072,28;2245,78;701,8069;22/03/2014
2294;4;4;254;1508;1;13/03/2014;22/03/2014;35394,98;2831,60;884,8744;22/03/2014
2295;4;4;257;1694;1;13/03/2014;22/03/2014;7623,00;609,84;190,5750;22/03/2014
2296;4;4;261;1624;2;13/03/2014;22/03/2014;28297,50;2263,80;707,4375;22/03/2014
2297;4;4;251;1548;2;14/03/2014;23/03/2014;59,94;4,80;1,4986;23/03/2014
2298;4;4;253;1598;4;14/03/2014;23/03/2014;117,43;9,39;2,9358;23/03/2014
2299;4;4;255;1658;5;14/03/2014;23/03/2014;43878,45;3510,28;1096,9613;23/03/2014
2300;4;4;252;1536;4;14/03/2014;23/03/2014;377,06;30,16;9,4264;23/03/2014
2301;4;4;259;1568;1;14/03/2014;23/03/2014;18220,13;1457,61;455,5031;23/03/2014
2302;4;4;260;1648;5;14/03/2014;23/03/2014;142,41;11,39;3,5603;23/03/2014
2303;4;4;258;1646;5;14/03/2014;23/03/2014;19236,53;1538,92;480,9131;23/03/2014
2304;4;3;250;1672;4;14/03/2014;23/03/2014;285,04;22,80;7,1261;23/03/2014
2305;4;4;257;1600;1;14/03/2014;23/03/2014;1276,28;102,10;31,9069;23/03/2014
2306;4;4;261;1522;1;14/03/2014;23/03/2014;2003,93;160,31;50,0981;23/03/2014
2307;4;4;251;1570;2;14/03/2014;23/03/2014;50860,43;4068,83;1271,5106;23/03/2014
2308;4;4;253;1516;1;14/03/2014;23/03/2014;454,86;36,39;11,3715;23/03/2014
2309;4;4;255;1506;5;14/03/2014;23/03/2014;43878,45;3510,28;1096,9613;23/03/2014
2310;4;4;256;1626;2;14/03/2014;23/03/2014;7132,13;570,57;178,3031;23/03/2014
2311;4;4;259;1542;2;14/03/2014;23/03/2014;28343,70;2267,50;708,5925;23/03/2014
2312;4;4;260;1610;4;14/03/2014;23/03/2014;22516,73;1801,34;562,9181;23/03/2014
2313;4;4;258;1638;5;17/03/2014;26/03/2014;34644,23;2771,54;866,1056;26/03/2014
2314;4;4;254;1582;5;17/03/2014;26/03/2014;278,84;22,31;6,9710;26/03/2014
2315;4;4;257;1510;5;17/03/2014;26/03/2014;143,04;11,44;3,5760;26/03/2014
2316;4;4;261;1526;2;17/03/2014;26/03/2014;28199,33;2255,95;704,9831;26/03/2014
2317;4;4;251;1644;1;17/03/2014;26/03/2014;3713,33;297,07;92,8331;26/03/2014
2318;4;4;253;1680;5;17/03/2014;26/03/2014;63831,08;5106,49;1595,7769;26/03/2014
2319;4;4;255;1584;5;17/03/2014;26/03/2014;6754,86;540,39;168,8715;26/03/2014
2320;4;4;256;1620;5;17/03/2014;26/03/2014;5711,48;456,92;142,7869;26/03/2014
2321;4;4;259;1666;4;17/03/2014;26/03/2014;503,09;40,25;12,5772;26/03/2014
2322;4;4;250;1592;2;17/03/2014;26/03/2014;97,97;7,84;2,4491;26/03/2014
2323;4;4;258;1618;4;17/03/2014;26/03/2014;114,47;9,16;2,8618;26/03/2014
2324;4;4;254;1612;4;17/03/2014;26/03/2014;132,65;10,61;3,3162;26/03/2014
2325;4;4;257;1586;5;17/03/2014;26/03/2014;43878,45;3510,28;1096,9613;26/03/2014
2326;4;4;261;1500;1;17/03/2014;26/03/2014;418,95;33,52;10,4738;26/03/2014
2327;4;4;251;1656;4;17/03/2014;26/03/2014;824,36;65,95;20,6089;26/03/2014
2328;4;4;253;1572;1;17/03/2014;26/03/2014;461,79;36,94;11,5448;26/03/2014
2329;4;4;255;1562;4;19/03/2014;28/03/2014;630,38;50,43;15,7595;28/03/2014
2330;4;4;256;1662;2;19/03/2014;28/03/2014;37,08;2,97;0,9269;28/03/2014
2331;4;4;259;1682;4;19/03/2014;28/03/2014;21558,08;1724,65;538,9519;28/03/2014
2332;4;4;260;1686;4;19/03/2014;28/03/2014;234,64;18,77;5,8661;28/03/2014
2333;5;4;250;1684;4;19/03/2014;28/03/2014;45172,05;3613,76;1129,3013;28/03/2014
2334;4;4;254;1534;5;19/03/2014;28/03/2014;279,78;22,38;6,9946;28/03/2014
2335;4;4;257;1614;5;19/03/2014;28/03/2014;1228,50;98,28;30,7125;28/03/2014
2336;4;4;261;1588;5;19/03/2014;28/03/2014;40471,20;3237,70;1011,7800;28/03/2014
2337;4;4;251;1622;5;19/03/2014;28/03/2014;836,01;66,88;20,9003;28/03/2014
2338;5;4;253;1632;5;19/03/2014;28/03/2014;62092,80;4967,42;1552,3200;28/03/2014
2339;4;4;255;1608;5;19/03/2014;28/03/2014;5948,25;475,86;148,7063;28/03/2014
2340;4;4;256;1576;5;19/03/2014;28/03/2014;91117,95;7289,44;2277,9488;28/03/2014
2341;4;4;259;1590;1;19/03/2014;28/03/2014;525,00;42,00;13,1250;28/03/2014
2342;4;4;260;1514;5;19/03/2014;28/03/2014;281,89;22,55;7,0473;28/03/2014
2343;4;4;258;1498;4;19/03/2014;28/03/2014;26455,28;2116,42;661,3819;28/03/2014
2344;4;4;254;1674;2;19/03/2014;28/03/2014;944,37;75,55;23,6093;28/03/2014
2345;4;4;257;1652;4;20/03/2014;29/03/2014;51588,08;4127,05;1289,7019;29/03/2014
2346;4;4;261;1578;3;20/03/2014;29/03/2014;62843,55;5027,48;1571,0888;29/03/2014
2347;4;4;251;1538;5;20/03/2014;29/03/2014;37843,58;3027,49;946,0894;29/03/2014
2348;4;4;253;1556;4;20/03/2014;29/03/2014;25531,28;2042,50;638,2819;29/03/2014
2349;4;4;255;1554;4;20/03/2014;29/03/2014;234,96;18,80;5,8740;29/03/2014
2350;4;4;256;1688;4;20/03/2014;29/03/2014;125,75;10,06;3,1437;29/03/2014
2351;4;4;252;1580;5;20/03/2014;29/03/2014;150,79;12,06;3,7698;29/03/2014
2352;4;4;260;1496;5;20/03/2014;29/03/2014;273,70;21,90;6,8426;29/03/2014
2353;4;4;258;1494;2;20/03/2014;29/03/2014;8847,30;707,78;221,1825;29/03/2014
2354;4;4;254;1650;5;20/03/2014;29/03/2014;171,08;13,69;4,2769;29/03/2014
2355;4;4;257;1654;4;20/03/2014;29/03/2014;20397,30;1631,78;509,9325;29/03/2014
2356;4;4;261;1664;3;20/03/2014;29/03/2014;14628,08;1170,25;365,7019;29/03/2014
2357;4;4;250;1678;3;20/03/2014;29/03/2014;58685,55;4694,84;1467,1388;29/03/2014
2358;4;4;253;1616;5;20/03/2014;29/03/2014;693,38;552,00;17,3345;29/03/2014
2359;4;4;255;1492;4;20/03/2014;29/03/2014;234,96;18,80;5,8740;29/03/2014
2360;4;4;256;1602;5;20/03/2014;29/03/2014;1796,04;143,68;44,9009;29/03/2014
2361;4;4;259;1540;4;21/03/2014;30/03/2014;514,74;41,18;12,8685;30/03/2014
2362;4;4;260;1628;5;21/03/2014;30/03/2014;34644,23;2771,54;866,1056;30/03/2014
2363;4;4;258;1604;3;21/03/2014;30/03/2014;1581,93;126,55;39,5483;30/03/2014
2364;4;4;254;1690;5;21/03/2014;30/03/2014;146,29;11,70;3,6572;30/03/2014
2365;4;4;252;1566;5;21/03/2014;30/03/2014;102,56;8,21;2,5641;30/03/2014
2366;4;4;261;1698;5;21/03/2014;30/03/2014;150,79;12,06;3,7698;30/03/2014
2367;4;4;251;1560;5;21/03/2014;30/03/2014;13669,43;1093,55;341,7356;30/03/2014
2368;4;4;253;1692;5;21/03/2014;30/03/2014;16393,23;1311,46;409,8308;30/03/2014
2369;4;4;255;1696;2;21/03/2014;30/03/2014;79204,13;6336,33;1980,1031;30/03/2014
2370;4;4;256;1504;1;21/03/2014;30/03/2014;551,88;44,15;13,7970;30/03/2014
2371;4;4;259;1544;1;21/03/2014;30/03/2014;3176,25;254,10;79,4063;30/03/2014
2372;4;4;260;1530;2;21/03/2014;30/03/2014;28072,28;2245,78;701,8069;30/03/2014
2373;4;4;258;1508;1;21/03/2014;30/03/2014;1917,30;153,38;47,9325;30/03/2014
2374;4;4;254;1694;1;21/03/2014;30/03/2014;4215,75;337,26;105,3938;30/03/2014
2375;4;4;257;1624;2;21/03/2014;30/03/2014;28297,50;2263,80;707,4375;30/03/2014
2376;4;4;261;1548;2;21/03/2014;30/03/2014;59,94;4,80;1,4986;30/03/2014
2377;4;4;251;1598;4;24/03/2014;02/04/2014;722,61;57,81;18,0653;02/04/2014
2378;4;4;253;1658;5;24/03/2014;02/04/2014;43878,45;3510,28;1096,9613;02/04/2014
2379;4;4;255;1536;4;24/03/2014;02/04/2014;592,80;47,42;14,8200;02/04/2014
2380;4;4;256;1568;1;24/03/2014;02/04/2014;13825,35;1106,03;345,6338;02/04/2014
2381;4;4;259;1648;5;24/03/2014;02/04/2014;142,41;11,39;3,5603;02/04/2014
2382;5;4;260;1646;2;24/03/2014;02/04/2014;28794,15;2303,53;719,8538;02/04/2014
2383;4;4;258;1672;4;24/03/2014;02/04/2014;408,56;32,68;10,2139;02/04/2014
2384;4;4;254;1600;1;24/03/2014;02/04/2014;1276,28;102,10;31,9069;02/04/2014
2385;4;4;257;1522;1;24/03/2014;02/04/2014;2003,93;160,31;50,0981;02/04/2014
2386;4;4;261;1570;2;24/03/2014;02/04/2014;50860,43;4068,83;1271,5106;02/04/2014
2387;4;4;251;1516;1;24/03/2014;02/04/2014;454,86;36,39;11,3715;02/04/2014
2388;4;4;253;1506;5;24/03/2014;02/04/2014;43878,45;3510,28;1096,9613;02/04/2014
2389;4;4;252;1626;2;24/03/2014;02/04/2014;7132,13;570,57;178,3031;02/04/2014
2390;4;4;256;1542;2;24/03/2014;02/04/2014;28343,70;2267,50;708,5925;02/04/2014
2391;4;4;259;1610;4;24/03/2014;02/04/2014;22516,73;1801,34;562,9181;02/04/2014
2392;4;4;260;1638;5;24/03/2014;02/04/2014;34644,23;2771,54;866,1056;02/04/2014
2393;4;4;258;1582;5;25/03/2014;03/04/2014;415,33;33,23;10,3832;03/04/2014
2394;4;4;254;1510;5;25/03/2014;03/04/2014;143,04;11,44;3,5760;03/04/2014
2395;4;4;257;1526;2;25/03/2014;03/04/2014;28199,33;2255,95;704,9831;03/04/2014
2396;4;4;261;1644;1;25/03/2014;03/04/2014;3713,33;297,07;92,8331;03/04/2014
2397;4;4;251;1680;5;26/03/2014;04/04/2014;63831,08;5106,49;1595,7769;04/04/2014
2398;4;4;253;1584;5;26/03/2014;04/04/2014;16340,31;1307,22;408,5078;04/04/2014
2399;4;4;255;1620;5;26/03/2014;04/04/2014;5711,48;456,92;142,7869;04/04/2014
2400;4;4;252;1666;4;26/03/2014;04/04/2014;360,05;28,80;9,0011;04/04/2014
2401;4;4;259;1592;2;26/03/2014;04/04/2014;97,97;7,84;2,4491;04/04/2014
2402;4;4;260;1618;4;26/03/2014;04/04/2014;114,47;9,16;2,8618;04/04/2014
2403;4;4;258;1612;4;26/03/2014;04/04/2014;132,65;10,61;3,3162;04/04/2014
2404;4;3;250;1586;5;26/03/2014;04/04/2014;43878,45;3510,28;1096,9613;04/04/2014
2405;4;4;257;1500;1;26/03/2014;04/04/2014;418,95;33,52;10,4738;04/04/2014
2406;4;4;261;1656;4;26/03/2014;04/04/2014;525,77;42,06;13,1442;04/04/2014
2407;4;4;251;1572;1;26/03/2014;04/04/2014;461,79;36,94;11,5448;04/04/2014
2408;4;4;253;1562;4;26/03/2014;04/04/2014;481,89;38,55;12,0472;04/04/2014
2409;4;4;255;1662;2;26/03/2014;04/04/2014;37,08;2,97;0,9269;04/04/2014
2410;4;4;256;1682;4;26/03/2014;04/04/2014;21558,08;1724,65;538,9519;04/04/2014
2411;4;4;259;1686;4;26/03/2014;04/04/2014;475,68;38,05;11,8920;04/04/2014
2412;4;4;260;1684;5;26/03/2014;04/04/2014;41048,70;3283,90;1026,2175;04/04/2014
2413;4;4;258;1534;5;27/03/2014;05/04/2014;416,75;33,34;10,4186;05/04/2014
